rider_id,alloted_orders,delivered_orders,undelivered_orders,lifetime_order_count
1578,230,229,1,2129
599,19,19,0,1499
16158,6,6,0,13
2146,94,93,1,1041
10768,31,31,0,289
9281,149,148,1,2170
4682,78,78,0,99
14688,33,33,0,103
13312,125,124,1,1072
6031,17,17,0,150
19571,5,4,1,10
10876,63,62,1,115
19218,0,0,0,3379
2765,65,65,0,694
11671,98,98,0,722
15893,47,47,0,109
4557,128,128,0,1890
13237,58,58,0,314
8286,94,94,1,387
15721,28,28,0,161
20722,0,0,0,3
16169,33,33,0,54
13034,17,17,0,132
19477,2,2,0,545
10604,218,218,0,383
8740,46,46,0,129
18185,23,23,0,148
1843,72,69,3,749
21194,18,17,1,123
20838,0,0,0,535
8945,18,18,0,584
20684,0,0,0,0
12939,50,48,2,179
16543,2,0,0,1741
7814,44,44,1,1028
1213,259,259,1,1388
6340,114,113,1,208
3862,68,68,0,200
16718,11,11,0,186
4966,169,169,1,432
13713,36,35,1,60
19884,4,4,0,14
19178,33,33,0,573
1813,160,159,2,2041
15907,324,322,2,420
8679,166,164,2,529
13924,36,36,0,130
9902,25,25,0,225
18675,0,0,0,38
9097,70,70,0,398
11070,14,14,0,42
12172,15,15,0,48
15794,8,8,0,24
8900,29,29,0,373
10638,31,30,1,50
17869,0,0,0,25
6348,0,0,0,65
21287,3,3,0,57
17975,175,174,1,369
15191,0,0,0,5
4386,12,12,0,59
20671,5,4,1,86
4451,0,0,0,41
6350,45,45,0,85
6588,117,116,1,567
12006,76,73,3,236
19866,0,0,0,327
4398,141,133,8,1979
2180,118,117,1,410
4485,49,49,0,204
14579,11,11,0,68
19086,48,48,0,1031
7125,0,0,0,43
1405,296,292,4,2304
17179,0,0,0,4
8116,44,43,1,65
21495,0,0,0,34
1231,72,72,0,273
110,169,168,1,1889
20322,36,36,0,154
19221,37,37,0,77
17091,19,19,0,34
8006,54,54,1,282
11335,111,111,1,839
12476,0,0,0,85
1388,0,0,0,9
2976,123,123,0,3374
10821,159,157,2,931
2687,56,56,0,455
6858,28,28,0,99
5097,16,16,0,32
20191,36,36,0,233
7843,112,112,2,876
101,134,132,2,2947
14304,11,11,0,22
11616,82,82,0,255
17278,2,2,0,463
8143,130,129,1,560
18114,0,0,0,7
8467,117,116,2,3725
10457,73,72,1,244
7817,9,9,0,51
689,372,371,1,901
9919,9,9,0,56
15617,154,154,0,403
13203,73,73,0,296
18703,14,14,0,88
17373,475,473,2,4289
15952,0,0,0,45
6788,44,44,0,235
18674,4,4,0,16
2191,62,62,0,143
2061,377,375,2,1023
6244,97,96,1,611
7139,9,9,0,112
9983,27,27,0,50
18829,27,27,0,145
19717,81,80,1,470
9539,3,3,0,24
3711,0,0,0,2
10433,25,25,0,151
1094,94,94,0,1303
17741,2,2,0,8
741,2,0,0,2505
4486,21,21,0,5153
13891,0,0,0,6
1130,41,41,0,68
6270,10,10,0,31
2848,0,0,0,76
11258,8,8,0,68
12865,6,6,0,13
16180,9,9,0,98
14640,29,29,0,227
6361,149,146,3,216
13603,2,1,1,627
16663,73,73,0,1025
15402,95,94,1,363
15781,7,7,0,2042
6769,6,4,2,75
19569,13,12,1,416
4412,47,47,0,84
4174,8,8,0,35
20190,12,11,1,76
17479,7,7,0,487
7380,67,67,0,136
10879,289,288,1,2063
2893,92,92,2,210
8984,95,93,2,562
12062,44,43,1,153
20718,0,0,0,2
14463,162,156,6,370
7953,9,9,0,40
5254,21,21,0,102
17359,8,8,0,27
620,37,37,0,300
17639,5,5,0,1020
0,29,28,1,8734
7383,21,19,2,57
13678,26,26,0,346
6034,88,87,1,158
3155,56,56,0,556
4523,50,48,2,323
11220,152,152,0,1096
4586,89,87,2,255
19689,22,21,1,478
13465,52,52,0,831
11263,0,0,0,214
5995,2,2,0,121
6852,150,150,0,299
13171,71,71,2,1438
2708,84,84,0,1511
2445,132,132,0,3046
15950,6,6,0,630
4428,185,184,1,1352
16726,8,8,0,789
11285,95,94,1,319
9708,23,23,0,293
1739,179,177,2,2956
5365,110,108,2,1244
8654,1,1,0,21
14163,16,16,0,263
13564,10,10,0,578
12596,7,7,0,151
10243,17,17,0,51
19183,23,23,0,50
13899,76,76,0,170
17912,26,25,1,211
11118,162,162,1,755
12360,26,26,0,98
6895,224,222,2,244
12065,136,134,3,251
2794,7,7,0,46
12304,14,14,0,50
20947,60,60,0,273
19960,3,3,0,105
9520,114,114,0,512
10319,10,10,0,140
3560,43,43,0,163
7539,6,6,0,220
7454,19,18,1,92
16096,6,6,0,148
6553,9,9,0,1093
2481,17,17,0,53
13676,0,0,0,998
14031,23,22,1,13386
8955,36,36,0,60
18693,2,2,0,8
1019,91,90,1,123
7166,0,0,0,18
9732,22,21,1,2523
1773,123,123,0,318
13005,57,57,0,96
11439,6,6,0,33
1801,0,0,0,33
12937,126,124,2,422
2869,99,99,0,1366
21154,104,103,1,232
10555,35,34,1,404
20213,11,9,2,2757
5789,2,2,0,11
15964,43,43,0,158
11145,51,50,1,515
5971,124,121,3,718
20858,2,0,0,337
1499,251,250,2,733
6781,110,108,2,667
10111,68,68,0,334
18062,21,21,0,38
12030,157,155,2,433
9541,60,60,0,292
17659,27,27,0,125
14332,2,2,0,7
4359,60,58,2,209
3901,144,143,1,157
7875,0,0,0,97
16790,28,28,0,527
5770,82,81,1,96
33,264,263,1,4123
11863,9,8,1,56
17745,73,73,0,784
1643,195,194,1,397
13915,0,0,0,8778
1858,17,17,0,61
13183,7,7,0,39
17612,1,1,0,3
1339,339,339,0,4121
23,37,37,0,232
7640,24,22,2,219
17743,0,0,0,26
21361,52,52,0,235
13618,2,2,0,11
3648,66,66,0,618
1521,9,9,0,86
2713,40,39,1,683
20891,23,23,0,380
3760,5,5,0,113
7107,37,37,0,540
6731,53,52,1,1498
11894,216,214,3,1104
18573,3,3,0,1182
21368,18,18,0,110
7308,20,20,0,338
19478,7,7,0,549
3628,185,183,2,884
15611,31,30,1,544
20836,29,28,1,120
4381,178,176,2,903
9390,69,69,0,159
19335,8,8,0,27
4869,52,51,1,103
3736,40,39,1,57
8959,109,108,1,2123
16031,0,0,0,695
13027,19,19,0,185
9819,50,50,0,64
8510,62,62,0,288
17835,12,12,0,25
10412,62,61,1,2173
15777,0,0,0,486
16056,36,35,1,99
11521,35,33,2,563
2355,0,0,0,54
4964,20,20,0,1564
9570,179,177,2,257
5279,8,8,0,90
13955,36,35,1,300
5957,17,17,0,53
12846,24,23,1,31
7224,29,29,0,3826
11520,47,46,1,1712
2014,12,12,0,155
5554,21,21,0,42
1236,108,107,1,7257
4728,16,14,2,69
13883,80,79,1,97
420,99,99,0,1965
6914,51,50,1,405
15282,8,8,0,13
4850,75,73,2,869
12652,2,2,0,119
6549,35,35,0,45
5240,79,76,3,1545
9190,17,16,1,122
19076,106,106,0,356
5188,46,46,0,5926
7286,34,33,1,585
13532,36,36,0,151
20862,41,41,0,50
1043,76,76,0,149
11996,68,67,1,238
602,84,84,0,162
17643,0,0,0,4
3863,16,16,0,511
11234,35,35,0,60
10778,16,16,0,251
697,158,156,2,378
6798,68,68,0,1619
11381,32,32,0,119
4471,108,108,1,538
20508,1,1,0,635
10015,104,104,0,218
1032,139,139,0,1182
18685,12,11,1,370
14730,42,41,1,141
10439,0,0,0,504
8924,81,81,0,107
10049,75,73,2,123
14623,20,19,1,22
17130,10,10,0,477
18490,5,5,0,16
6969,19,19,0,86
10900,2,2,0,1895
10801,19,19,0,2088
5058,13,13,0,29
15444,0,0,0,6
21020,8,8,0,134
9727,67,67,0,254
3545,26,25,1,61
13169,0,0,0,10
19621,3,2,1,95
14723,57,56,1,521
16764,80,78,2,79
16418,7,7,0,67
17615,0,0,0,6
20877,33,32,1,167
1746,155,151,4,795
13631,22,22,0,70
253,0,0,0,49
2174,69,66,3,279
20524,4,4,0,370
17418,0,0,0,123
3208,51,49,2,217
16099,100,100,0,1050
21521,5,5,0,11
10393,60,60,0,388
5128,299,296,3,643
20223,210,208,2,237
15672,8,8,0,12
13489,152,150,2,723
10380,9,9,0,49
9150,57,56,1,121
8421,2,2,0,18
11353,10,10,0,84
14794,65,64,1,72
14261,9,9,0,1507
2019,127,127,0,2713
11169,417,414,3,588
12855,25,25,0,84
18143,16,16,0,51
1818,0,0,0,18
14920,112,112,0,126
3484,0,0,0,7
7523,156,154,2,342
4401,34,34,0,426
16920,7,7,0,89
18801,13,13,0,130
6692,97,97,0,476
5462,52,50,2,245
4823,25,25,0,273
18423,7,7,0,19
17396,62,62,0,1227
12157,79,79,0,184
13436,2,2,0,588
12691,15,15,0,128
5542,34,34,1,108
15926,8,8,0,138
15114,79,77,2,931
10358,43,43,0,405
20610,11,11,0,108
6681,20,20,1,97
8807,23,23,0,155
11789,16,16,0,351
2779,44,44,0,111
9270,22,22,0,223
3205,53,53,0,851
8369,69,69,0,495
19508,27,25,2,262
4596,165,164,2,267
4927,123,122,1,245
4942,107,107,1,5969
6957,11,11,0,36
10085,63,63,0,467
2192,9,9,0,922
11156,13,13,0,178
14899,72,72,0,87
21089,77,77,0,2909
9927,71,71,0,880
18280,143,141,2,148
12462,3,3,0,416
20167,19,18,1,59
19385,0,0,0,32
11135,4,4,0,397
19620,51,51,0,165
20275,3,3,0,39
4539,84,83,1,360
19835,21,21,0,167
20734,9,9,0,12
20784,19,19,0,107
17847,30,30,0,1587
19368,0,0,0,68
17023,0,0,0,51
11506,226,224,2,279
16207,25,25,0,952
17812,23,23,0,161
5533,65,65,0,1772
4409,92,92,0,423
21441,19,19,0,247
16895,0,0,0,32
16069,17,17,0,549
13567,44,44,0,184
973,39,39,0,3570
20027,0,0,0,0
19355,53,53,0,1556
19492,0,0,0,1
10052,15,15,0,58
21172,22,20,2,215
1925,73,73,1,2909
2884,105,104,1,6702
18435,16,16,0,301
14310,61,60,1,893
7573,9,9,0,33
1448,6,6,0,1394
7791,38,37,1,2057
12723,114,113,1,229
20431,27,27,0,58
13752,56,56,0,537
20998,0,0,0,4
12947,20,20,0,475
12429,91,87,4,323
7596,12,12,0,264
3401,3,3,0,58
7510,28,28,0,845
16255,0,0,0,13
16061,62,62,0,3125
12364,22,22,0,167
11552,131,130,1,463
3166,208,205,4,2097
9057,21,21,1,1666
3911,17,17,0,367
14494,129,129,0,541
15463,0,0,0,7
17970,27,26,1,1210
8426,106,105,1,1070
10728,40,40,1,528
11320,146,146,0,321
19192,28,27,1,344
15214,2,2,0,4714
15958,5,5,0,12
20499,3,0,0,24
1590,12,12,0,62
4080,36,36,0,84
20271,0,0,0,3
15263,0,0,0,15
14882,0,0,0,104
14732,32,32,0,95
15226,14,13,1,811
1288,112,112,0,986
11293,47,46,1,213
8920,45,44,1,167
3376,49,48,1,113
1076,104,101,3,1114
968,64,64,0,190
3555,36,36,0,71
20085,28,28,0,414
6138,96,96,0,151
18906,0,0,0,2
12038,106,103,3,822
11374,36,35,1,926
16561,2,2,0,83
16089,4,4,0,141
20772,10,10,0,182
6401,72,72,0,127
3663,36,35,1,101
5155,51,50,1,371
17696,77,76,1,170
20263,0,0,0,0
18389,28,28,0,219
19105,2,1,1,655
8053,133,132,2,696
10607,90,90,0,1718
7676,129,128,1,222
11837,20,20,0,89
8380,27,27,0,418
10217,99,99,0,1433
21324,0,0,0,28
17751,13,13,0,23
9629,34,33,1,61
923,78,77,1,138
4678,87,86,1,766
10725,46,46,0,3037
17804,35,35,0,197
13522,53,53,0,107
12899,16,16,0,154
14918,7,7,0,36
21279,0,0,0,2840
17384,48,48,0,241
4788,66,66,0,387
3984,15,15,0,48
8394,11,11,0,96
19819,27,27,0,292
1489,43,41,2,106
19522,19,18,1,58
6977,14,14,0,129
18977,43,43,0,234
2574,17,17,0,42
14173,141,141,0,536
20913,34,32,2,2876
14067,0,0,0,170
17197,1,1,0,1773
5843,123,122,1,797
5729,32,32,0,56
12602,11,11,0,44
21199,2,2,0,761
11416,0,0,0,38
5259,7,7,0,25
2614,30,30,0,275
5540,111,110,2,236
4683,42,42,0,2031
9082,49,47,2,370
15687,0,0,0,11
15447,18,18,0,30
1331,444,444,0,3325
663,356,354,2,2892
7090,15,15,0,43
6259,156,155,1,214
5722,12,12,0,32
3725,19,19,0,94
10677,28,28,0,293
12806,19,19,0,1081
556,0,0,0,2
10219,102,102,0,140
15682,0,0,0,1
11344,31,31,0,178
18696,0,0,0,6
16288,49,48,1,106
17886,12,12,0,131
3641,361,360,1,497
16326,44,44,0,80
9768,1,1,0,63
2276,3,3,0,46
876,247,246,1,371
4813,5,5,0,54
18665,3,3,0,90
6849,41,38,3,240
9008,56,56,1,1707
10585,12,12,0,104
3097,178,176,2,395
18405,9,9,0,41
8941,12,12,0,259
20301,4,4,0,289
57,24,24,0,136
1313,55,53,2,146
19,29,28,1,687
18876,16,16,0,387
12968,11,11,0,26
19817,56,56,0,374
6922,57,57,0,106
16730,37,37,0,1476
12047,17,17,0,26
9960,97,97,0,361
14905,0,0,0,45
7976,145,144,1,851
6178,50,49,1,100
17105,3,3,0,3
15979,3,1,2,3
4669,153,151,2,450
3855,231,228,4,376
17984,198,197,1,554
16822,0,0,0,10
12287,44,44,1,572
12954,24,24,0,1029
5869,247,246,1,402
16135,52,52,0,126
1484,45,44,1,14203
13205,46,46,0,453
20317,88,87,1,145
10875,160,158,2,2177
5233,28,28,0,1702
16419,235,235,0,418
10159,28,28,0,198
6835,21,20,1,57
5619,81,81,0,590
17844,0,0,0,6
3582,176,175,1,193
8458,13,12,1,41
13503,1,1,0,27
2636,82,82,0,4187
1602,28,28,0,42
19390,0,0,0,2
16696,7,7,0,905
17219,116,112,4,716
16464,52,52,0,109
8767,55,55,0,3649
10661,29,29,0,1097
12894,183,182,1,5081
18061,43,43,0,82
17252,54,54,0,2985
7820,151,151,0,578
13131,65,65,1,429
7607,127,124,3,431
11918,83,82,1,128
21198,3,3,0,249
17200,0,0,0,41
4197,97,97,0,305
6952,60,56,4,159
6183,220,220,0,258
2,44,44,0,1394
10646,41,41,0,125
19203,0,0,0,79
3735,20,20,0,1089
4474,108,107,1,669
16341,100,100,1,3202
8194,3,3,0,13
14006,22,22,0,42
2857,30,30,0,103
11792,122,121,1,984
2799,14,14,0,132
8798,123,122,1,198
13426,37,37,0,339
2140,223,223,0,1369
9821,215,214,1,609
2575,121,119,2,635
19294,46,46,0,830
17879,42,42,0,52
14416,170,170,0,1899
17450,28,28,0,598
15193,34,34,0,54
15742,4,4,0,488
9473,156,155,1,561
7994,60,59,1,744
19042,8,8,0,97
14487,8,8,0,217
19548,8,8,0,15
17724,52,51,1,2021
17775,11,11,0,35
9752,184,182,3,585
11928,75,75,0,1623
15386,6,6,0,362
10413,26,26,0,393
17950,32,32,0,92
12231,114,113,1,470
2099,129,129,0,1715
10729,38,38,0,525
19830,15,15,0,634
20143,0,0,0,85
17483,1,1,0,81
8516,20,20,0,901
11505,0,0,0,7
9099,31,31,0,620
17047,94,94,0,486
12075,20,20,0,105
16812,4,2,2,70
11047,208,207,1,1935
17579,2,2,0,16
17330,8,8,0,17
12354,39,39,0,539
4102,180,178,2,1109
14321,4,2,2,4
3602,40,40,0,99
16480,0,0,0,89
6724,184,184,1,821
21073,15,15,0,108
17399,15,14,1,95
6762,105,104,1,500
1804,2,1,1,1
5819,59,59,0,97
14434,13,13,0,367
11247,5,5,0,21
2526,57,56,1,999
15787,20,20,0,1201
20756,43,42,1,110
5623,169,168,1,1513
5371,109,106,3,348
19875,0,0,0,3
4808,234,232,2,306
4081,95,95,0,131
13513,135,135,0,321
8374,124,123,1,910
19475,0,0,0,9
7151,25,25,0,105
14013,7,6,1,19
21208,91,89,2,285
1167,97,97,1,1088
3702,0,0,0,2
19671,13,12,1,22
15930,0,0,0,9
20037,82,82,0,359
17500,20,19,1,41
3728,8,8,0,52
7950,6,6,0,1245
3991,126,125,1,1131
16113,0,0,0,3
20935,56,56,0,419
2391,213,209,5,860
3950,137,137,0,2783
12677,11,11,0,81
1022,117,116,1,1720
8367,157,156,1,8462
16392,2,2,0,10
12053,64,64,0,111
4371,121,120,1,410
4430,138,138,0,169
16612,0,0,0,208
4429,44,44,0,209
19066,160,159,1,356
15720,7,7,0,80
9945,98,96,2,1049
20320,9,9,0,39
14651,17,17,0,68
3107,46,46,0,95
7645,111,110,1,993
4533,150,149,1,386
2828,92,92,0,2702
11553,51,51,0,1319
21429,1,1,0,61
15988,41,38,3,78
16559,9,9,0,467
2149,98,98,0,1626
6920,62,61,1,17885
1334,78,78,0,132
2465,128,126,2,2311
18108,17,16,1,84
17202,0,0,0,10
255,282,280,3,4854
7131,13,12,1,43
15734,1,1,0,3
10306,81,80,1,2108
296,246,245,1,1469
19687,1,0,0,174
6325,45,43,2,546
947,4,4,0,390
1748,263,263,2,701
761,62,62,0,270
1084,74,74,0,1341
5205,92,90,2,120
14154,90,89,1,5058
90,97,97,0,1257
21178,26,25,1,263
15764,1,0,0,622
15681,3,3,0,188
18016,12,12,0,614
9859,162,160,3,1126
5851,53,52,1,139
8712,69,69,0,117
14715,0,0,0,1
10363,61,60,1,234
4391,176,175,1,999
4157,110,110,0,4148
4620,88,88,0,195
5585,21,21,0,316
18044,2,0,0,9
18664,8,8,0,782
494,365,363,2,2875
3689,200,199,2,445
1265,124,122,3,829
14620,0,0,0,217
16402,24,24,0,99
9497,64,63,1,118
21045,0,0,0,17
21520,27,27,0,425
1048,435,434,2,1415
10717,15,15,0,456
15554,0,0,0,3
5056,116,116,0,573
3057,154,152,4,1445
5069,15,15,0,46
1215,51,51,0,1899
17665,55,55,0,173
4225,68,68,0,288
17636,42,41,1,184
8797,216,216,0,1570
9398,0,0,0,5
20174,0,0,0,60
4911,56,53,3,237
2736,23,23,0,1873
12265,16,16,0,584
2224,242,240,2,645
2410,107,107,0,563
2866,34,33,1,950
15148,18,18,0,107
2426,49,48,1,1404
14722,50,50,0,202
7821,41,40,1,118
18380,61,61,0,339
15416,0,0,0,10
15854,0,0,0,5
13943,104,104,0,726
19433,96,96,0,531
14777,0,0,0,5
1283,78,78,0,167
10654,103,103,0,268
9198,122,122,0,5712
21003,1,1,0,124
4654,7,7,0,383
18999,19,19,0,432
16312,6,6,0,7
8751,8,8,0,398
21255,9,9,0,65
4459,134,133,1,2952
16011,6,6,0,7
17876,0,0,0,57
15784,0,0,0,51
4173,19,18,1,559
5416,61,61,0,4236
8581,211,211,0,1862
2954,179,176,3,872
19424,1,0,0,914
5139,3,3,0,26
20434,4,4,0,1107
4487,42,42,0,83
17626,88,88,0,419
4155,51,50,1,234
11984,0,0,0,13
3274,3,3,0,61
17632,15,15,0,2785
2475,269,267,2,347
18211,76,75,1,434
13879,28,27,1,782
16659,3,0,0,19
7713,46,45,2,532
3583,53,52,1,781
10266,68,65,3,492
2737,101,99,2,594
431,140,139,1,250
6942,47,47,1,553
4114,208,208,0,496
2297,82,80,2,373
11556,6,6,0,330
17168,63,61,3,786
12252,57,57,0,1028
16990,28,28,0,177
12983,0,0,0,36
4291,9,9,0,359
1397,257,257,1,541
15256,42,40,2,65
16384,0,0,0,2
17971,123,123,0,1186
15329,10,10,0,28
2817,27,27,0,38
14210,10,10,0,51
14137,13,13,0,57
5366,37,37,0,61
5646,6,6,0,75
16175,3,3,0,588
240,32,32,0,440
1878,233,232,1,501
11927,80,80,0,119
4723,22,22,0,85
7932,22,21,1,687
17744,0,0,0,357
226,108,107,1,1562
18791,0,0,0,3
12232,11,11,0,67
15890,28,27,1,454
14102,20,20,0,138
21391,0,0,0,93
18276,31,31,0,270
20943,1,1,0,66
3541,45,45,0,75
13295,2,2,0,2662
18254,2,2,0,120
11944,33,33,0,1146
13194,0,0,0,2
14155,3,3,0,29
14825,21,21,0,151
15109,0,0,0,4
4021,0,0,0,18
13670,0,0,0,15
204,21,21,0,72
17206,27,27,0,44
8533,69,69,0,993
16497,1,1,0,117
1021,93,93,0,227
20340,0,0,0,19
17077,8,8,0,243
10167,16,16,0,110
15864,0,0,0,513
14151,13,12,1,34
19093,76,75,1,104
16013,0,0,0,2
3342,98,97,1,778
20395,0,0,0,6
18553,2,2,0,60
19449,19,19,0,543
11777,31,31,0,454
16429,0,0,0,47
2705,91,90,3,927
20835,0,0,0,371
361,20,20,0,137
9011,180,178,2,712
4254,15,15,0,86
5376,21,21,0,259
7782,100,97,3,984
20331,0,0,0,57
18057,178,176,2,242
15246,5,5,0,14
8871,13,12,1,125
17763,93,93,0,637
15671,0,0,0,49
16868,3,3,0,46
17468,8,8,0,59
10789,51,51,0,350
1914,140,138,2,577
15362,0,0,0,1
1401,33,33,0,69
343,9,9,0,41
7517,5,5,0,43
15334,5,5,0,5
21130,0,0,0,54
15961,14,14,0,80
17286,0,0,0,19
13334,74,72,2,286
722,24,24,0,1281
8482,86,84,2,362
2288,0,0,0,90
13962,49,48,1,4181
10050,116,116,0,181
4997,85,84,1,1085
11059,24,24,0,157
4477,105,104,1,728
4198,67,67,0,416
10891,21,21,0,298
5621,56,56,0,4421
14258,9,9,0,2792
20774,4,4,0,17
5285,122,122,0,256
19765,32,30,2,1537
2166,94,90,4,509
6933,90,89,1,157
18973,80,80,0,244
15888,1,1,0,212
19868,70,69,1,223
10914,25,25,0,58
8848,20,19,1,38
19012,8,8,0,151
7951,97,96,1,484
20199,74,73,1,233
19361,31,30,1,67
19515,0,0,0,2
21499,113,111,2,1216
1998,10,10,0,96
4483,123,123,0,155
4169,34,34,0,99
8089,91,91,0,306
2881,85,85,0,248
19999,17,17,0,25
8849,0,0,0,20
1246,72,72,0,241
9851,78,78,0,259
17053,21,21,0,27
9069,67,67,0,198
11018,196,195,1,875
10853,0,0,0,4
16599,63,63,0,777
4613,54,53,1,74
14906,4,4,0,159
19645,0,0,0,179
5802,139,139,0,264
3879,262,260,2,335
21218,31,31,0,497
17355,22,22,0,30
20706,18,18,0,711
13379,44,44,0,1100
20477,2,2,0,5
13504,27,27,1,409
6005,39,39,0,257
12953,21,21,0,28
1092,72,72,0,4119
4919,31,31,0,1428
16239,27,27,0,838
11161,21,21,0,54
3953,60,59,1,103
2757,22,22,0,599
14879,0,0,0,139
5893,34,33,1,689
19992,9,9,0,74
3820,15,15,0,48
6572,54,54,0,1571
21448,9,7,2,20
3082,91,90,1,792
14437,2,2,0,77
18109,53,53,0,106
5611,39,38,1,233
14871,136,136,0,454
4168,11,11,0,285
20620,9,9,0,137
14056,46,46,0,1324
13141,110,110,0,1549
14609,50,50,0,217
11272,135,135,0,848
15335,0,0,0,4
20484,0,0,0,212
12948,1,1,0,39
9308,3,3,0,119
15928,7,6,1,100
10369,82,81,1,138
20007,0,0,0,5
21295,0,0,0,51
21382,1,1,0,3
16021,2,2,0,10
10231,38,38,0,64
19030,24,23,1,59
6824,26,26,0,86
10474,296,293,4,1410
12142,0,0,0,10
19341,2,1,1,8
376,38,37,1,126
5840,144,142,2,237
15131,45,44,1,52
2711,61,61,0,320
11746,103,102,1,240
4370,16,16,0,54
11772,88,88,1,583
13509,1,1,0,65
13252,55,55,0,377
989,59,59,1,400
17658,4,4,0,867
6423,90,90,0,832
3720,0,0,0,14
18121,67,66,1,3403
17175,79,78,1,1489
17075,12,11,1,1791
20035,24,24,0,178
21056,34,32,2,181
5046,109,108,1,330
13134,39,38,1,670
1784,158,158,0,346
8000,61,61,0,288
1001,251,250,1,1523
1469,296,294,2,1506
13572,15,15,0,26
13811,63,63,0,70
2656,19,19,0,93
17333,41,41,0,1914
17864,2,2,0,6
19357,0,0,0,11
18816,0,0,0,5
8716,76,76,0,533
5526,2,2,0,21
5582,9,9,0,819
5020,56,56,0,115
12328,37,37,0,279
17424,3,3,0,180
7990,44,43,1,400
13694,22,22,0,27
10825,69,69,0,188
17993,2,2,0,93
20438,3,3,0,707
20580,0,0,0,25
9711,106,105,1,222
1297,61,60,1,1564
12456,22,22,0,539
7819,0,0,0,10
3812,10,9,1,109
18197,64,63,1,120
11188,76,74,2,3047
8248,105,103,2,5255
12199,2,2,0,35
12818,153,152,1,276
19112,10,10,0,174
10154,31,31,0,50
9265,155,154,1,1014
4115,164,163,1,316
10854,64,64,0,502
15831,199,198,1,587
19027,0,0,0,324
13722,4,4,0,145
11841,41,40,1,831
13446,1,1,0,9
18213,12,11,1,401
17095,53,51,2,350
1588,249,246,3,1115
2939,95,94,1,180
11062,274,274,0,586
385,242,240,2,706
11555,89,88,2,1450
5074,100,100,0,193
8168,8,7,1,35
12946,27,26,1,412
2375,120,119,1,5592
11343,23,22,1,2465
1631,126,126,0,230
10103,0,0,0,24
4375,211,211,1,777
12071,42,41,1,2167
5817,1,1,0,398
5721,12,12,0,19
10450,13,13,0,189
18836,100,95,5,182
15622,43,43,0,146
8864,160,160,0,3276
966,0,0,0,476
2712,142,141,1,1547
10841,96,94,2,848
1055,9,9,0,254
16163,7,7,0,15
10707,22,22,0,132
14168,14,14,0,61
12543,114,113,2,228
18040,54,54,0,103
21181,0,0,0,15
2110,71,70,1,3156
15670,2,2,0,12
6230,79,79,0,582
18962,157,155,2,445
20608,17,17,0,98
9343,7,6,1,70
9618,116,115,1,963
18089,3,3,0,492
1642,86,83,3,1145
15210,8,8,0,934
20787,53,53,0,178
3925,26,26,0,77
3344,67,67,0,185
21082,51,51,0,109
12697,1,1,0,17
13771,59,59,0,84
7272,20,20,0,262
19535,12,12,0,24
2431,17,17,0,39
19648,4,4,0,316
18640,15,14,1,681
16922,28,27,1,296
3010,143,143,0,632
14477,52,52,0,190
8544,28,28,0,435
11886,80,80,0,132
6512,74,73,1,181
5424,10,10,0,70
13496,1,1,0,1410
4044,127,126,1,205
4950,28,28,0,471
7524,23,23,0,189
8056,73,73,0,532
2055,273,270,5,1981
8755,133,132,1,589
5958,2,2,0,8
17627,202,200,2,278
4424,29,28,1,418
4255,90,89,1,580
17805,28,28,0,63
14281,34,34,0,128
13524,0,0,0,201
5466,22,20,2,84
21407,108,108,0,113
4020,39,38,1,122
10235,84,82,2,395
21319,6,6,0,8
16742,1,1,0,392
18981,47,47,0,222
18947,6,6,0,12
2311,71,71,0,1080
8764,3,3,0,91
15783,0,0,0,51
15841,10,9,1,94
3585,124,121,3,144
13402,86,86,0,102
21219,14,14,0,73
15245,26,26,0,608
3787,11,11,0,230
6736,82,82,0,411
1090,49,49,0,270
16873,3,3,0,17
18217,304,302,3,858
9191,12,12,0,68
8206,19,19,0,915
18043,151,150,1,746
9157,23,23,0,88
349,50,50,0,685
2953,93,91,3,887
15695,11,10,1,671
19790,4,4,0,781
17402,0,0,0,16
8953,87,86,1,603
14191,0,0,0,578
3426,150,146,4,5056
19441,55,55,0,573
6647,83,83,0,2408
4051,143,140,3,239
1024,73,72,1,1295
15793,27,27,0,51
16362,66,66,0,217
19306,6,6,0,96
8589,90,90,0,291
13758,75,73,2,143
15209,29,29,0,1617
9603,53,51,2,174
19077,183,181,2,371
4464,102,97,6,3299
20465,37,37,0,116
1954,107,107,0,1470
2690,90,89,2,7986
18152,17,17,0,138
16799,0,0,0,34
6326,22,21,1,137
13710,66,66,0,112
3318,40,40,0,136
16642,4,4,0,372
15900,14,14,0,196
19141,80,80,0,191
10199,44,44,0,152
8929,73,73,0,106
4917,227,225,2,346
20305,108,106,2,3208
19277,13,13,0,34
20997,0,0,0,43
14335,16,15,1,168
20047,1,1,0,51
18993,27,26,1,892
10727,123,121,2,413
3642,59,59,0,312
7287,18,18,0,107
10012,4,4,0,30
14690,6,6,0,1367
17557,27,26,1,168
17116,25,25,0,691
13865,0,0,0,13
13590,29,29,0,234
6771,92,92,0,688
4161,278,277,2,385
66,26,25,1,164
7610,15,15,0,871
10670,88,87,1,518
11251,90,90,1,399
16509,1,1,0,83
11044,19,19,0,103
11331,15,14,1,211
11514,93,93,0,657
21464,85,82,3,547
14188,30,30,0,171
12858,58,58,0,116
11968,3,3,0,168
15592,20,20,0,238
10153,79,79,0,99
13053,17,17,1,154
